id,topic,hanzi,frequency_rank
253,HSK2,姓,1260
254,HSK2,妻子,1286
255,HSK2,丈夫,1530
256,HSK2,晴,1621
257,HSK2,房间,1804
258,HSK2,踢,1825
259,HSK2,休息,1854
260,HSK2,考试,2023
261,HSK2,旁边,2138
262,HSK2,快乐,2337
263,HSK2,游泳,2367
264,HSK2,自行车,2542
265,HSK2,颜色,2850
266,HSK2,手机,2891
267,HSK2,哥哥,3262
268,HSK2,早上,3327
269,HSK2,上班,3475
270,HSK2,便宜,3530
271,HSK2,姐姐,3543
272,HSK2,弟弟,3595
273,HSK2,妹妹,3891
274,HSK2,生日,3945
275,HSK2,咖啡,3951
276,HSK2,公共汽车,5530
277,HSK2,教室,6002
278,HSK2,牛奶,6819
279,HSK2,跳舞,6867
280,HSK2,唱歌,6992
281,HSK2,生病,7198
282,HSK2,手表,7211
283,HSK2,服务员,7560
284,HSK2,起床,7637
285,HSK2,西瓜,8842
286,HSK2,左边,8988
287,HSK2,右边,9084
288,HSK2,跑步,14521
289,HSK3,国家,5
290,HSK3,自己,16
291,HSK3,世界,19
292,HSK3,地,30
293,HSK3,重要,36
294,HSK3,认为,37
295,HSK3,表示,44
296,HSK3,关系,53
297,HSK3,主要,57
298,HSK3,要求,66
299,HSK3,用,67
300,HSK3,举行,69
301,HSK3,会议,71
302,HSK3,如果,77
303,HSK3,文化,79
304,HSK3,把,90
305,HSK3,提高,90
306,HSK3,参加,91
307,HSK3,历史,92
308,HSK3,分,94
309,HSK3,需要,102
310,HSK3,地方,110
311,HSK3,只,113
312,HSK3,还是,113
313,HSK3,种,116
314,HSK3,必须,116
315,HSK3,关,117
316,HSK3,为了,117
317,HSK3,影响,118
318,HSK3,发现,119
319,HSK3,出现,122
320,HSK3,决定,123
321,HSK3,而且,124
322,HSK3,解决,128
323,HSK3,被,133
324,HSK3,特别,136
325,HSK3,又,140
326,HSK3,一定,141
327,HSK3,其他,143
328,HSK3,城市,145
329,HSK3,根据,148
330,HSK3,作用,152
331,HSK3,环境,154
332,HSK3,比赛,155
333,HSK3,老,160
334,HSK3,水平,165
335,HSK3,西,170
336,HSK3,努力,178
337,HSK3,过去,183
338,HSK3,教,187
339,HSK3,位,190
340,HSK3,一样,191
341,HSK3,先,196
342,HSK3,使,197
343,HSK3,了解,199
344,HSK3,虽然,210
345,HSK3,东,212
346,HSK3,信,215
347,HSK3,一直,217
348,HSK3,应该,221
349,HSK3,万,227
350,HSK3,经过,227
351,HSK3,关于,229
352,HSK3,更,232
353,HSK3,放,235
354,HSK3,新闻,236
355,HSK3,才,237
356,HSK3,口,266
357,HSK3,接,267
358,HSK3,像,269
359,HSK3,啊,270
360,HSK3,完成,275
361,HSK3,以后,281
362,HSK3,银行,289
363,HSK3,结束,290
364,HSK3,带,294
365,HSK3,条,297
366,HSK3,马,304
367,HSK3,难,307
368,HSK3,体育,329
369,HSK3,一般,332
370,HSK3,南,333
371,HSK3,比较,334
372,HSK3,或者,351
373,HSK3,跟,355
374,HSK3,办法,369
375,HSK3,当然,381
376,HSK3,变化,390
377,HSK3,花,402
378,HSK3,然后,425
379,HSK3,拿,445
380,HSK3,最近,447
381,HSK3,机会,456
382,HSK3,注意,465
383,HSK3,极,466
384,HSK3,选择,466
385,HSK3,为什么,474
386,HSK3,健康,475
387,HSK3,包,483
388,HSK3,成绩,496
389,HSK3,认真,498
390,HSK3,站,500
391,HSK3,越,504
392,HSK3,几乎,510
393,HSK3,除了,512
394,HSK3,讲,519
395,HSK3,双,532
396,HSK3,米,533
397,HSK3,年轻,540
398,HSK3,检查,544
399,HSK3,半,545
400,HSK3,相信,546
401,HSK3,段,549
402,HSK3,低,562
403,HSK3,其实,573
404,HSK3,终于,587
405,HSK3,突然,592
406,HSK3,班,599
407,HSK3,河,605
408,HSK3,离开,612
409,HSK3,层,627
410,HSK3,黄,628
411,HSK3,以为,638
412,HSK3,以前,639
413,HSK3,脸,645
414,HSK3,楼,654
415,HSK3,别人,662
416,HSK3,画,664
417,HSK3,久,675
418,HSK3,同意,689
419,HSK3,春,691
420,HSK3,容易,697
421,HSK3,云,698
422,HSK3,经理,699
423,HSK3,差,719
424,HSK3,声音,727
425,HSK3,刻,728
426,HSK3,树,742
427,HSK3,角,747
428,HSK3,电子,748
429,HSK3,经常,758
430,HSK3,换,772
431,HSK3,清楚,777
432,HSK3,总是,784
433,HSK3,愿意,790
434,HSK3,关心,797
435,HSK3,短,811
436,HSK3,坏,827
437,HSK3,明白,829
438,HSK3,草,830
439,HSK3,脚,847
440,HSK3,故事,850
441,HSK3,敢,908
442,HSK3,附近,915
443,HSK3,办公室,960
444,HSK3,简单,976
445,HSK3,旧,983
446,HSK3,辆,992
447,HSK3,音乐,995
448,HSK3,动物,1001
449,HSK3,绿,1017
450,HSK3,夏,1022
451,HSK3,哭,1031
452,HSK3,借,1037
453,HSK3,祝,1048
454,HSK3,热情,1051
455,HSK3,灯,1063
456,HSK3,秋,1072
457,HSK3,满意,1107
458,HSK3,马上,1147
459,HSK3,兴趣,1149
460,HSK3,冬,1158
461,HSK3,腿,1180
462,HSK3,鞋,1181
463,HSK3,蓝,1195
464,HSK3,表演,1239
465,HSK3,一会儿,1264
466,HSK3,中间,1268
467,HSK3,太阳,1275
468,HSK3,习惯,1278
469,HSK3,担心,1280
470,HSK3,一边,1291
471,HSK3,鸟,1292
472,HSK3,方便,1300
473,HSK3,搬,1402
474,HSK3,糖,1404
475,HSK3,疼,1459
476,HSK3,甜,1460
477,HSK3,客人,1464
478,HSK3,骑,1486
479,HSK3,相同,1535
480,HSK3,饿,1548
481,HSK3,胖,1627
482,HSK3,照片,1643
483,HSK3,瘦,1659
484,HSK3,刷,1662
485,HSK3,碗,1671
486,HSK3,北方,1691
487,HSK3,节目,1716
488,HSK3,饱,1745
489,HSK3,打算,1770
490,HSK3,记得,1775
491,HSK3,葡萄,1787
492,HSK3,多么,1807
493,HSK3,结婚,1835
494,HSK3,渴,1853
495,HSK3,刚才,1921
496,HSK3,头发,1964
497,HSK3,公园,1988
498,HSK3,忘记,2092
499,HSK3,奇怪,2154
500,HSK3,矮,2224
501,HSK3,刮,2232
502,HSK3,聪明,2269
503,HSK3,街道,2336
504,HSK3,见面,2338
505,HSK3,司机,2341
506,HSK3,伞,2389
507,HSK3,放心,2406
508,HSK3,节日,2470
509,HSK3,小心,2479
510,HSK3,照顾,2520
511,HSK3,害怕,2521
512,HSK3,有名,2587
513,HSK3,游戏,2619
514,HSK3,宾馆,2664
515,HSK3,数学,2686
516,HSK3,作业,2746
517,HSK3,爱好,2802
518,HSK3,锻炼,2838
519,HSK3,生气,2859
520,HSK3,新鲜,2918
521,HSK3,同事,3038
522,HSK3,干净,3088
523,HSK3,图书馆,3183
524,HSK3,奶奶,3193
525,HSK3,季节,3211
526,HSK3,可爱,3282
527,HSK3,花园,3334
528,HSK3,鼻子,3707
529,HSK3,帽子,3730
530,HSK3,耳朵,3792
531,HSK3,周末,4092
532,HSK3,舒服,4177
533,HSK3,年级,4335
534,HSK3,礼物,4382
535,HSK3,面包,4413
536,HSK3,空调,4428
537,HSK3,厨房,4430
538,HSK3,地图,4477
539,HSK3,啤酒,4529
540,HSK3,安静,4702
541,HSK3,邻居,4765
542,HSK3,练习,4810
543,HSK3,上网,4860
544,HSK3,地铁,4926
545,HSK3,难过,4942
546,HSK3,帮忙,5092
547,HSK3,眼镜,5110
548,HSK3,爷爷,5347
549,HSK3,一共,5411
550,HSK3,冰箱,5447
551,HSK3,着急,5556
552,HSK3,月亮,5597
553,HSK3,叔叔,5991
554,HSK3,熊猫,6140
555,HSK3,句子,6930
556,HSK3,护照,7511
557,HSK3,感冒,7749
558,HSK3,裤子,8157
559,HSK3,迟到,8199
560,HSK3,衬衫,8516
561,HSK3,洗澡,8751
562,HSK3,阿姨,8834
563,HSK3,电梯,8905
564,HSK3,普通话,9116
565,HSK3,发烧,9354
566,HSK3,蛋糕,10347
567,HSK3,复习,10370
568,HSK3,打扫,10586
569,HSK3,筷子,10610
570,HSK3,词语,10748
571,HSK3,照相机,10862
572,HSK3,盘子,11174
573,HSK3,香蕉,12080
574,HSK3,铅笔,12800
575,HSK3,面条,13064
576,HSK3,裙子,13428
577,HSK3,字典,14060
578,HSK3,黑板,15300
579,HSK3,果汁,17412
580,HSK3,菜单,21086
581,HSK3,洗手间,25076
582,HSK4,发展,2
583,HSK4,经济,3
584,HSK4,记者,6
585,HSK4,进行,13
586,HSK4,社会,14
587,HSK4,国际,15
588,HSK4,市场,21
589,HSK4,以,29
590,HSK4,对,33
591,HSK4,方面,34
592,HSK4,组织,35
593,HSK4,发,37
594,HSK4,过,42
595,HSK4,管理,43
596,HSK4,技术,46
597,HSK4,通过,51
598,HSK4,代表,56
599,HSK4,行,58
600,HSK4,成为,61
601,HSK4,情况,63
602,HSK4,生活,65
603,HSK4,活动,67
604,HSK4,而,70
605,HSK4,起来,74
606,HSK4,发生,82
607,HSK4,与,83
608,HSK4,其中,84
609,HSK4,由于,85
610,HSK4,等,88
611,HSK4,部分,101
612,HSK4,之,102
613,HSK4,计划,104
614,HSK4,科学,109
615,HSK4,当,111
616,HSK4,许多,114
617,HSK4,教育,120
618,HSK4,提供,121
619,HSK4,报道,129
620,HSK4,继续,133
621,HSK4,基础,134
622,HSK4,精神,135
623,HSK4,因此,139
624,HSK4,积极,140
625,HSK4,增长,150
626,HSK4,规定,157
627,HSK4,增加,161
628,HSK4,包括,163
629,HSK4,支持,164
630,HSK4,安全,166
631,HSK4,无,167
632,HSK4,内,171
633,HSK4,场,172
634,HSK4,所有,179
635,HSK4,现代,181
636,HSK4,条件,182
637,HSK4,保护,184
638,HSK4,共同,187
639,HSK4,最后,188
640,HSK4,各,195
641,HSK4,获得,195
642,HSK4,负责,198
643,HSK4,由,200
644,HSK4,民族,205
645,HSK4,使用,209
646,HSK4,实际,211
647,HSK4,不过,212
648,HSK4,十分,213
649,HSK4,不仅,215
650,HSK4,干,226
651,HSK4,成功,226
652,HSK4,任何,235
653,HSK4,世纪,241
654,HSK4,结果,244
655,HSK4,能力,246
656,HSK4,严重,247
657,HSK4,调查,249
658,HSK4,接受,251
659,HSK4,自然,252
660,HSK4,一切,257
661,HSK4,目的,264
662,HSK4,完全,268
663,HSK4,重点,278
664,HSK4,可是,282
665,HSK4,坚持,285
666,HSK4,交,289
667,HSK4,过程,291
668,HSK4,甚至,292
669,HSK4,责任,296
670,HSK4,当时,298
671,HSK4,死,299
672,HSK4,法律,299
673,HSK4,艺术,301
674,HSK4,全部,302
675,HSK4,收入,304
676,HSK4,质量,306
677,HSK4,收,314
678,HSK4,原因,315
679,HSK4,指,323
680,HSK4,任务,325
681,HSK4,农村,326
682,HSK4,内容,335
683,HSK4,拉,347
684,HSK4,直接,348
685,HSK4,经验,352
686,HSK4,光,356
687,HSK4,取,361
688,HSK4,却,362
689,HSK4,正式,364
690,HSK4,当地,365
691,HSK4,然而,367
692,HSK4,随着,374
693,HSK4,竞争,377
694,HSK4,访问,378
695,HSK4,知识,379
696,HSK4,价格,382
697,HSK4,扩大,383
698,HSK4,省,386
699,HSK4,台,389
700,HSK4,按照,393
701,HSK4,标准,394
702,HSK4,重视,395
703,HSK4,深,397
704,HSK4,谈,401
705,HSK4,保证,404
706,HSK4,方法,410
707,HSK4,超过,417
708,HSK4,意见,419
709,HSK4,困难,431
710,HSK4,连,434
711,HSK4,于是,436
712,HSK4,组成,440
713,HSK4,交流,442
714,HSK4,算,447
715,HSK4,引起,449
716,HSK4,往,452
717,HSK4,真正,454
718,HSK4,只要,460
719,HSK4,尽管,463
720,HSK4,后来,468
721,HSK4,首先,469
722,HSK4,公里,480
723,HSK4,讨论,482
724,HSK4,交通,485
725,HSK4,作者,491
726,HSK4,满,495
727,HSK4,专业,495
728,HSK4,举办,497
729,HSK4,群,501
730,HSK4,推,502
731,HSK4,范围,503
732,HSK4,试,505
733,HSK4,火,507
734,HSK4,反对,511
735,HSK4,生命,513
736,HSK4,留,517
737,HSK4,消息,523
738,HSK4,联系,524
739,HSK4,著名,525
740,HSK4,减少,529
741,HSK4,友好,531
742,HSK4,改变,537
743,HSK4,断,552
744,HSK4,响,569
745,HSK4,底,577
746,HSK4,亚洲,577
747,HSK4,考虑,578
748,HSK4,轻,579
749,HSK4,够,580
750,HSK4,另外,590
751,HSK4,安排,604
752,HSK4,反映,606
753,HSK4,说明,608
754,HSK4,仍然,613
755,HSK4,特点,622
756,HSK4,丰富,630
757,HSK4,香,631
758,HSK4,关键,631
759,HSK4,份,642
760,HSK4,尤其,650
761,HSK4,原来,651
762,HSK4,制造,654
763,HSK4,重新,655
764,HSK4,破,659
765,HSK4,亿,662
766,HSK4,首都,664
767,HSK4,并且,671
768,HSK4,富,681
769,HSK4,严格,691
770,HSK4,教授,693
771,HSK4,修,694
772,HSK4,理解,695
773,HSK4,呀,696
774,HSK4,苦,699
775,HSK4,也许,700
776,HSK4,正常,702
777,HSK4,速度,704
778,HSK4,血,707
779,HSK4,适应,711
780,HSK4,正确,716
781,HSK4,吸引,720
782,HSK4,掉,722
783,HSK4,座,723
784,HSK4,母亲,724
785,HSK4,证明,725
786,HSK4,方向,726
787,HSK4,材料,739
788,HSK4,亮,752
789,HSK4,普遍,756
790,HSK4,无论,761
791,HSK4,假,762
792,HSK4,文章,767
793,HSK4,态度,770
794,HSK4,优秀,778
795,HSK4,及时,781
796,HSK4,父亲,782
797,HSK4,困,785
798,HSK4,感觉,788
799,HSK4,高级,796
800,HSK4,符合,798
801,HSK4,至少,802
802,HSK4,专门,813
803,HSK4,儿童,823
804,HSK4,肯定,827
805,HSK4,解释,852
806,HSK4,即使,869
807,HSK4,职业,875
808,HSK4,乱,877
809,HSK4,梦,882
810,HSK4,嘴,883
811,HSK4,实在,884
812,HSK4,顿,886
813,HSK4,食品,898
814,HSK4,紧张,900
815,HSK4,抱,902
816,HSK4,小说,903
817,HSK4,最好,910
818,HSK4,往往,920
819,HSK4,邀请,923
820,HSK4,顺利,929
821,HSK4,数量,942
822,HSK4,弄,950
823,HSK4,通知,956
824,HSK4,永远,959
825,HSK4,脱,961
826,HSK4,弹,969
827,HSK4,语言,983
828,HSK4,观众,993
829,HSK4,鼓励,996
830,HSK4,复杂,997
831,HSK4,醒,1000
832,HSK4,经历,1004
833,HSK4,压力,1008
834,HSK4,遍,1029
835,HSK4,数字,1029
836,HSK4,人民币,1033
837,HSK4,输,1040
838,HSK4,效果,1042
839,HSK4,挺,1045
840,HSK4,值得,1047
841,HSK4,篇,1049
842,HSK4,不管,1050
843,HSK4,毕业,1053
844,HSK4,危险,1061
845,HSK4,桥,1065
846,HSK4,污染,1065
847,HSK4,信心,1068
848,HSK4,出发,1069
849,HSK4,刚刚,1085
850,HSK4,暗,1089
851,HSK4,确实,1095
852,HSK4,赢,1111
853,HSK4,挂,1117
854,HSK4,申请,1121
855,HSK4,好像,1131
856,HSK4,逐渐,1132
857,HSK4,主动,1134
858,HSK4,陪,1135
859,HSK4,拒绝,1138
860,HSK4,本来,1141
861,HSK4,广告,1148
862,HSK4,限制,1155
863,HSK4,警察,1158
864,HSK4,刀,1160
865,HSK4,降低,1168
866,HSK4,倍,1182
867,HSK4,批评,1185
868,HSK4,软,1191
869,HSK4,到底,1195
870,HSK4,演出,1196
871,HSK4,圆,1200
872,HSK4,戴,1202
873,HSK4,停止,1206
874,HSK4,硬,1209
875,HSK4,理想,1214
876,HSK4,厚,1215
877,HSK4,例如,1215
878,HSK4,不但,1216
879,HSK4,工资,1218
880,HSK4,墙,1219
881,HSK4,允许,1223
882,HSK4,宽,1231
883,HSK4,感情,1232
884,HSK4,租,1242
885,HSK4,俩,1253
886,HSK4,总结,1265
887,HSK4,骗,1270
888,HSK4,长江,1270
889,HSK4,周围,1295
890,HSK4,样子,1310
891,HSK4,猪,1321
892,HSK4,页,1327
893,HSK4,尊重,1337
894,HSK4,感谢,1339
895,HSK4,友谊,1341
896,HSK4,酸,1345
897,HSK4,丢,1349
898,HSK4,大约,1350
899,HSK4,汤,1353
900,HSK4,动作,1356
901,HSK4,剩,1359
902,HSK4,参观,1374
903,HSK4,从来,1382
904,HSK4,对话,1398
905,HSK4,表达,1404
906,HSK4,忽然,1407
907,HSK4,脏,1408
908,HSK4,看法,1408
909,HSK4,咱们,1413
910,HSK4,不得不,1434
911,HSK4,穷,1455
912,HSK4,寄,1463
913,HSK4,猜,1479
914,HSK4,放弃,1490
915,HSK4,尝,1497
916,HSK4,擦,1503
917,HSK4,撞,1505
918,HSK4,盐,1530
919,HSK4,将来,1532
920,HSK4,估计,1533
921,HSK4,汗,1535
922,HSK4,广播,1546
923,HSK4,只好,1547
924,HSK4,躺,1555
925,HSK4,帅,1562
926,HSK4,年龄,1564
927,HSK4,千万,1565
928,HSK4,博士,1577
929,HSK4,距离,1578
930,HSK4,工具,1584
931,HSK4,抬,1589
932,HSK4,森林,1591
933,HSK4,杂志,1592
934,HSK4,互相,1602
935,HSK4,成熟,1606
936,HSK4,植物,1616
937,HSK4,否则,1628
938,HSK4,朵,1634
939,HSK4,空气,1639
940,HSK4,赚,1641
941,HSK4,失败,1653
942,HSK4,幸福,1659
943,HSK4,究竟,1661
944,HSK4,大概,1664
945,HSK4,印象,1666
946,HSK4,禁止,1668
947,HSK4,美丽,1671
948,HSK4,心情,1676
949,HSK4,扔,1678
950,HSK4,地球,1678
951,HSK4,怀疑,1688
952,HSK4,准确,1693
953,HSK4,吵,1695
954,HSK4,提前,1709
955,HSK4,激动,1734
956,HSK4,兴奋,1742
957,HSK4,敲,1763
958,HSK4,信任,1788
959,HSK4,辣,1811
960,HSK4,出生,1824
961,HSK4,熟悉,1829
962,HSK4,流行,1836
963,HSK4,既然,1838
964,HSK4,演员,1842
965,HSK4,海洋,1843
966,HSK4,难道,1874
967,HSK4,其次,1918
968,HSK4,合格,1923
969,HSK4,回忆,1935
970,HSK4,相反,1960
971,HSK4,阳光,1991
972,HSK4,到处,1993
973,HSK4,适合,2003
974,HSK4,暂时,2040
975,HSK4,判断,2045
976,HSK4,积累,2058
977,HSK4,笨,2071
978,HSK4,恐怕,2090
979,HSK4,气候,2102
980,HSK4,律师,2110
981,HSK4,棵,2111
982,HSK4,祝贺,2129
983,HSK4,爱情,2135
984,HSK4,仔细,2151
985,HSK4,详细,2153
986,HSK4,趟,2181
987,HSK4,平时,2192
988,HSK4,好处,2223
989,HSK4,懒,2251
990,HSK4,轻松,2252
991,HSK4,逛,2329
992,HSK4,留学,2345
993,HSK4,顾客,2370
994,HSK4,竟然,2374
995,HSK4,中文,2378
996,HSK4,窄,2399
997,HSK4,感动,2431
998,HSK4,风景,2432
999,HSK4,提醒,2441
1000,HSK4,咸,2442
1001,HSK4,性格,2457
1002,HSK4,极其,2507
1003,HSK4,网站,2531
1004,HSK4,缺少,2612
1005,HSK4,答案,2618
1006,HSK4,翻译,2620
1007,HSK4,愉快,2641
1008,HSK4,麻烦,2663
1009,HSK4,免费,2665
1010,HSK4,可惜,2695
1011,HSK4,整理,2744
1012,HSK4,同情,2749
1013,HSK4,差不多,2767
1014,HSK4,精彩,2783
1015,HSK4,阅读,2823
1016,HSK4,果然,2844
1017,HSK4,可怜,2875
1018,HSK4,故意,2890
1019,HSK4,浪费,2911
1020,HSK4,正好,2939
1021,HSK4,网球,3004
1022,HSK4,热闹,3013
1023,HSK4,奖金,3033
1024,HSK4,主意,3065
1025,HSK4,长城,3107
1026,HSK4,皮肤,3139
1027,HSK4,随便,3165
1028,HSK4,失望,3178
1029,HSK4,合适,3192
1030,HSK4,代替,3229
1031,HSK4,对面,3238
1032,HSK4,温度,3317
1033,HSK4,有趣,3333
1034,HSK4,节约,3335
1035,HSK4,购物,3342
1036,HSK4,研究生,3349
1037,HSK4,报名,3422
1038,HSK4,肚子,3482
1039,HSK4,大夫,3512
1040,HSK4,乒乓球,3520
1041,HSK4,厉害,3571
1042,HSK4,商量,3622
1043,HSK4,得意,3624
1044,HSK4,航班,3640
1045,HSK4,勇敢,3685
1046,HSK4,骄傲,3724
1047,HSK4,招聘,3777
1048,HSK4,推迟,3783
1049,HSK4,冷静,3861
1050,HSK4,大使馆,3952
1051,HSK4,力气,4024
1052,HSK4,辛苦,4105
1053,HSK4,家具,4233
1054,HSK4,味道,4327
1055,HSK4,饮料,4333
1056,HSK4,乘坐,4402
1057,HSK4,吃惊,4434
1058,HSK4,收拾,4475
1059,HSK4,硕士,4482
1060,HSK4,师傅,4518
1061,HSK4,起飞,4521
1062,HSK4,羽毛球,4526
1063,HSK4,脾气,4531
1064,HSK4,耐心,4562
1065,HSK4,幽默,4573
1066,HSK4,日记,4675
1067,HSK4,亲戚,4681
1068,HSK4,地址,4703
1069,HSK4,浪漫,4713
1070,HSK4,整齐,4756
1071,HSK4,伤心,4787
1072,HSK4,沙发,4798
1073,HSK4,握手,4826
1074,HSK4,活泼,4911
1075,HSK4,京剧,4958
1076,HSK4,偶尔,5066
1077,HSK4,窗户,5076
1078,HSK4,护士,5104
1079,HSK4,传真,5177
1080,HSK4,缺点,5220
1081,HSK4,养成,5226
1082,HSK4,讨厌,5290
1083,HSK4,个子,5344
1084,HSK4,烦恼,5375
1085,HSK4,号码,5473
1086,HSK4,后悔,5492
1087,HSK4,排列,5497
1088,HSK4,道歉,5550
1089,HSK4,优点,5575
1090,HSK4,座位,5588
1091,HSK4,笑话,5770
1092,HSK4,按时,5840
1093,HSK4,开玩笑,5887
1094,HSK4,原谅,5960
1095,HSK4,老虎,6052
1096,HSK4,打扮,6080
1097,HSK4,镜子,6130
1098,HSK4,孙子,6173
1099,HSK4,顺序,6296
1100,HSK4,羡慕,6320
1101,HSK4,诚实,6364
1102,HSK4,叶子,6377
1103,HSK4,性别,6404
1104,HSK4,语法,6467
1105,HSK4,来不及,6509
